3019,155,261
5365,945,437
2863,645,266
670,396,977
133,960,335
1879,665,343
3498,235,740
3165,781,662
4998,462,118
4551,841,894
935,8,779
4663,260,338
8909,828,357
4697,60,374
3138,910,612
9520,155,271
4035,192,871
787,2,389
6539,144,573
8496,528,827
6678,0,500
8553,124,136
1307,325,267
7583,122,728
7175,442,745
4520,851,258
6644,173,629
8846,819,645
4345,324,292
1790,305,949
7694,959,370
495,998,993
8276,14,786
3155,324,718
395,375,364
3774,541,46
812,720,350
4635,701,843
9209,195,946
9870,242,107
901,114,89
5564,74,456
9191,76,383
5323,20,765
6963,910,496
9909,334,479
6076,793,839
1667,109,332
673,796,379
2891,175,471
393,162,986
226,548,193
9756,382,273
9211,370,835
1819,151,165
4493,807,19
1173,142,282
5453,153,68
6101,496,316
4361,735,847
1695,125,644
6356,568,999
8513,152,263
9539,230,1000
7512,1,61
2583,380,728
5283,50,397
3169,19,460
3288,249,128
2457,520,333
7040,741,950
7860,932,110
3100,62,214
7265,35,462
6658,641,168
4328,129,932
5873,203,914
3208,187,914
5708,284,688
6056,104,382
8022,195,67
9065,824,916
2060,633,817
7673,632,414
8258,568,34
7075,806,925
5834,703,564
5283,515,757
2057,463,770
8183,704,756
1735,21,767
437,24,8
7509,898,46
7497,823,909
4047,257,92
9218,671,895
3128,945,550
1515,677,361
5888,432,296
3064,237,770
9325,551,853
9979,798,871
5217,653,366
4473,514,872
9050,684,321
3223,157,898
5775,577,366
1749,199,926
2112,396,960
5262,274,2
8041,671,467
9860,344,888
3903,68,116
8070,455,781
4591,84,333
8950,578,962
6665,983,470
3972,152,67
6898,635,981
1056,943,52
6863,228,615
2882,145,61
6555,427,883
8787,643,115
3131,312,685
1327,528,275
4059,530,456
7532,167,435
4494,212,253
3563,52,86
6792,615,741
7529,801,42
2938,659,137
3842,289,690
8420,92,426
8617,639,396
2517,309,4
582,637,493
7451,820,359
9370,70,967
9386,106,797
8889,329,862
2644,7,448
7814,787,383
7999,816,541
3009,403,436
2078,696,251
6002,76,919
9119,993,505
907,360,890
4647,115,278
9922,278,525
2254,838,970
4693,317,191
8185,710,339
2638,450,523
8838,724,769
6592,539,607
4310,426,504
1401,355,122
2697,450,94
7052,753,752
9079,1000,509
665,456,969
6537,808,535
5071,914,853
8027,456,864
1749,450,308
3109,133,717
1351,480,704
5625,2,943
8025,915,560
9044,995,195
4561,562,942
6219,400,650
9737,671,445
304,681,908
499,96,863
2964,399,287
4078,617,615
5998,482,800
7221,549,410
46,602,279
6348,131,464
5025,76,840
7441,861,164
6215,855,407
3637,271,752
6312,363,588
9816,670,74
8140,40,270
2186,488,257
63,940,640
3651,410,95
8107,551,268
675,796,729
9681,817,513
907,440,114
6455,792,840
5833,842,870
2319,337,582
2561,331,472
7254,174,486
8091,631,341
3101,351,417
1904,504,224
6690,271,888
8668,488,176
7497,757,410
7969,738,539
7220,445,183
5314,479,882
1977,652,642
5346,962,558
2968,725,794
8858,24,674
7138,900,147
8468,187,715
646,756,809
4718,110,873
9980,58,688
3673,291,649
8651,341,821
1011,162,530
4913,781,933
3489,146,407
5551,704,754
6459,355,860
6368,372,311
2213,645,675
1937,579,659
3994,14,236
5763,881,632
2337,681,93
1722,640,673
7166,890,839
5469,650,420
3707,467,619
622,61,546
3907,533,447
3975,510,842
1310,79,452
1897,516,299
8097,362,97
4467,730,327
6012,306,82
7279,287,593
382,373,312
3025,921,374
5050,962,834
6939,770,41
1262,461,869
6409,95,77
8419,28,689
7678,114,575
2287,240,222
2037,682,282
6874,929,318
8490,88,731
9938,177,277
8939,567,8
7791,479,709
7690,714,175
5613,441,832
4248,346,74
5327,67,215
5221,367,121
1671,203,906
1079,196,258
1778,301,546
6048,470,344
2470,837,940
8534,442,342
4282,408,271
9213,876,536
8640,270,149
5730,462,745
79,410,21
4975,586,67
8220,401,398
2877,457,973
6925,446,764
4806,86,740
3500,577,307
833,480,750
3765,753,27
6577,281,731
5358,823,230
4500,804,294
6589,615,146
9734,367,980
8298,756,133
7518,842,861
4248,993,390
7972,953,180
6668,722,965
8719,12,863
5095,752,978
705,372,717
4258,380,826
4009,740,398
518,361,489
7298,182,918
3707,980,765
486,785,285
3487,273,380
9915,611,698
4439,57,161
6706,47,507
8609,631,505
6160,80,847
1686,502,95
2603,565,534
5308,96,331
4512,871,377
7694,623,522
6681,515,726
9074,822,353
1479,88,887
5626,800,494
6613,280,113
1813,679,466
7002,41,989
4996,82,902
5695,651,402
1384,604,130
9822,689,398
4515,330,856
6086,218,515
2002,381,340
3613,572,895
277,50,59
5358,134,165
8212,582,969
3477,439,180
8351,486,631
6127,410,920
2980,940,316
2765,921,782
5426,785,227
1985,193,568
4101,785,835
576,986,136
1910,561,460
6827,51,480
1200,137,58
4359,688,605
892,3,720
5702,357,232
8372,626,466
6310,57,27
7489,349,591
8213,691,445
9159,560,116
8583,481,831
1476,302,84
6562,776,925
3527,965,351
6211,406,739
1937,731,179
995,936,633
9033,75,300
6437,179,487
8980,35,387
6764,409,752
3077,545,312
7259,690,571
3491,71,788
5072,849,610
5237,375,64
449,610,363
5496,961,772
9292,861,888
4255,559,337
3687,556,571
7656,75,272
9965,34,775
285,904,352
8656,360,514
8563,376,955
4047,440,996
9885,23,332
8133,161,862
7039,283,382
8484,436,400
7619,454,598
8461,798,987
2022,878,485
2886,565,442
1218,947,860
6218,314,430
1888,983,791
683,82,314
6831,77,593
1965,529,242
9715,982,535
6904,56,830
8146,435,708
5937,146,710
9057,985,896
5034,967,591
3282,805,28
345,953,431
2759,797,317
5396,429,771
4136,710,77
9123,872,577
384,600,590
1042,64,973
5185,341,597
6646,249,378
7634,895,699
89,174,30
2590,911,531
8478,551,102
1184,549,532
3622,16,225
720,681,983
6500,14,222
6298,209,207
5775,537,141
5526,92,729
7432,313,738
1853,232,208
4787,177,352
3241,256,91
8913,137,125
3594,940,138
7217,982,405
9579,92,863
3619,759,765
5345,437,525
2141,858,867
6387,278,37
438,168,957
6383,707,590
7248,45,222
9968,978,864
2872,410,768
3577,342,674
2412,854,406
2224,416,365
4516,322,108
8242,262,796
6549,93,713
9258,300,912
8917,610,197
2648,330,870
1078,575,698
3149,670,106
936,465,966
3168,660,831
6196,451,366
3689,401,646
9583,554,51
6381,418,635
3985,588,543
1784,962,888
1684,754,65
4443,323,409
9825,969,729
3949,903,32
9920,74,813
1688,696,73
1406,131,408
8127,615,588
1739,205,269
6618,329,760
2973,949,521
9192,553,765
6582,503,961
90,204,341
2330,881,429
8995,934,753
4699,65,655
7942,999,257
757,614,886
8260,9,930
5666,970,36
2222,893,362
1489,302,210
2988,548,839
7791,619,28
5336,630,331
7407,959,924
4159,825,822
4745,384,660
6988,781,807
2517,747,594
5020,955,13
1044,299,927
9818,19,450
8051,91,74
4262,371,378
3015,782,362
7777,358,533
546,307,314
9076,362,345
7380,212,399
1355,384,555
1356,994,922
1725,413,65
6842,117,871
4694,796,537
7095,147,221
4776,85,833
2851,418,754
2052,445,200
919,763,991
3464,110,79
767,484,992
2948,198,602
7105,633,523
2788,861,833
7253,688,635
5508,30,992
3932,365,75
1269,517,388
5534,842,804
311,514,827
1864,328,706
3460,817,429
8967,497,327
9933,781,682
527,591,24
1744,64,781
9060,532,617
6452,911,390
7097,713,364
5565,779,103
5950,550,105
3844,892,831
4144,852,567
667,349,8
9678,202,444
9072,812,5
1367,528,763
279,439,39
1819,721,26
9847,417,698
9820,496,586
9824,635,626
4832,724,58
3262,414,70
4000,73,392
540,680,554
4388,641,839
7447,721,416
6769,255,418
1928,463,304
3368,914,564
6774,884,737
4737,498,729
2783,326,550
9058,117,51
1069,539,471
3389,927,663
739,651,65
974,825,836
4879,288,335
4056,466,978
5571,456,454
7464,842,847
566,61,898
5425,965,944
2410,547,537
421,936,481
7117,4,541
7616,194,457
5092,468,912
5144,1000,620
1452,285,240
3015,79,253
5704,269,374
4270,566,212
4905,138,370
8899,199,423
320,499,979
907,165,830
4226,55,124
7344,570,217
6075,947,162
6627,327,275
2183,638,33
0,999,699
6362,98,577
6234,201,822
2226,326,333
9906,930,674
3158,569,55
7415,442,319
6423,181,634
8907,59,907
2326,718,107
7053,780,317
958,516,522
4081,476,10
416,570,591
181,764,768
3433,867,707
1026,6,546
8185,324,263
3448,900,470
7572,305,772
6367,113,354
3305,423,573
8975,170,517
3261,117,968
5788,739,323
5578,428,696
8509,629,504
2168,958,278
3315,976,104
5301,437,748
1458,40,89
9415,312,944
77,913,246
6513,860,239
544,543,657
2047,406,690
4823,915,129
9148,158,581
721,248,69
7269,459,253
931,670,815
7663,470,312
5301,430,599
4198,250,869
2229,51,845
5816,22,201
9155,571,389
4993,616,731
8741,979,301
4253,674,893
4126,73,607
2158,924,620
4517,644,586
9792,640,408
2365,183,817
8786,90,673
9183,836,394
4012,688,633
3022,436,97
961,469,544
7255,900,645
1088,862,942
8951,930,201
4743,499,126
7972,896,657
1688,954,138
9554,4,144
351,304,703
7344,786,251
9136,616,869
2216,8,825
8530,527,857
4180,319,146
197,122,424
456,813,893
344,109,2
7819,980,786
430,221,780
6126,794,185
846,64,128
2511,284,321
8411,697,378
7275,985,400
585,477,865
8333,698,228
7219,45,978
2061,229,603
7147,17,35
7952,486,487
8091,580,360
8449,605,408
1207,156,967
7281,614,903
3674,996,413
826,280,761
3458,599,272
4535,572,18
5945,36,155
5221,179,979
3477,824,491
2929,900,317
1259,593,357
8912,614,116
6399,687,48
6912,482,982
5388,266,792
7908,741,716
250,71,775
1991,25,875
3721,216,762
7864,823,13
5867,435,623
9607,676,354
9683,322,578
758,133,540
5745,313,804
9433,435,933
8395,527,259
9354,789,383
9935,806,182
4367,234,198
5112,213,295
9792,469,645
5850,807,962
2682,273,880
7929,83,249
1032,445,133
8301,601,681
2883,468,878
5103,835,318
9149,567,612
